new_name	old_name	pool
Pf3D7_09_v3-1202239-1202458	Pf3D7_09_v3-1202212-1202488-2	v2
Pf3D7_09_v3-1360776-1360960	Pf3D7_09_v3-1360746-1360985-2	v2
Pf3D7_09_v3-1406371-1406581	Pf3D7_09_v3-1406342-1406614-1A	D1.1
Pf3D7_09_v3-1406403-1406541	Pf3D7_09_v3-1406375-1406572-2	v2
Pf3D7_09_v3-1406405-1406541	Pf3D7_09_v3-1406375-1406572-1	v1
Pf3D7_09_v3-1437114-1437302	Pf3D7_09_v3-1437082-1437331-2	v2
Pf3D7_09_v3-1437114-1437303	Pf3D7_09_v3-1437081-1437331-1	v1
Pf3D7_10_v3-0377060-0377250	Pf3D7_10_v3-377028-377277-2	v2
Pf3D7_10_v3-0377095-0377209	Pf3D7_10_v3-377062-377237-1	v1
Pf3D7_10_v3-0404432-0404621	Pf3D7_10_v3-404405-404653-2	v2
Pf3D7_10_v3-0490637-0490844	Pf3D7_10_v3-490605-490877-1B	R1.1
Pf3D7_10_v3-0828386-0828524	Pf3D7_10_v3-828360-828557-2	v2
Pf3D7_10_v3-0992362-0992570	Pf3D7_10_v3-992331-992603-1A	D1.1
Pf3D7_10_v3-0992367-0992544	Pf3D7_10_v3-992335-992572-2	v2
Pf3D7_10_v3-0992371-0992544	Pf3D7_10_v3-992338-992572-1	v1
Pf3D7_10_v3-0992621-0992836	Pf3D7_10_v3-992596-992869-1A	D1.1
Pf3D7_10_v3-1208157-1208354	Pf3D7_10_v3-1208133-1208382-2	v2
Pf3D7_10_v3-1326349-1326574	Pf3D7_10_v3-1326317-1326605-2	v2
Pf3D7_10_v3-1386689-1386876	Pf3D7_10_v3-1386657-1386909-1A	D1.1
Pf3D7_10_v3-1386693-1386876	Pf3D7_10_v3-1386666-1386909-2	v2
Pf3D7_10_v3-1386700-1386869	Pf3D7_10_v3-1386672-1386902-1	v1
Pf3D7_10_v3-1387017-1387187	Pf3D7_10_v3-1386986-1387218-2	v2
Pf3D7_10_v3-1392399-1392588	Pf3D7_10_v3-1392371-1392620-1A	D1.1
Pf3D7_10_v3-1399240-1399431	Pf3D7_10_v3-1399208-1399456-2	v2
Pf3D7_10_v3-1399533-1399719	Pf3D7_10_v3-1399507-1399751-2	v2
Pf3D7_10_v3-1399544-1399711	Pf3D7_10_v3-1399515-1399741-1	v1
Pf3D7_10_v3-1399858-1400057	Pf3D7_10_v3-1399834-1400083-2	v2
Pf3D7_10_v3-1414369-1414565	Pf3D7_10_v3-1414337-1414596-1A	D1.1,M2.1
Pf3D7_10_v3-1414630-1414799	Pf3D7_10_v3-1414599-1414832-1A	D1.1
Pf3D7_10_v3-1436479-1436682	Pf3D7_10_v3-1436451-1436714-1	v1
Pf3D7_10_v3-1436480-1436680	Pf3D7_10_v3-1436453-1436713-2	v2
Pf3D7_10_v3-1569863-1570076	Pf3D7_10_v3-1569831-1570100-2	v2
Pf3D7_11_v3-0115945-0116151	Pf3D7_11_v3-115913-116184-1A	D1.1,M2.1
Pf3D7_11_v3-0119463-0119672	Pf3D7_11_v3-119432-119705-1A	D1.1
Pf3D7_11_v3-0119485-0119693	Pf3D7_11_v3-119457-119726-2	v2
Pf3D7_11_v3-0119486-0119693	Pf3D7_11_v3-119456-119726-1	v1
Pf3D7_11_v3-0356232-0356450	Pf3D7_11_v3-356205-356478-2	v2
Pf3D7_11_v3-0408316-0408504	Pf3D7_11_v3-408285-408534-1A	D1.1
Pf3D7_11_v3-0408572-0408747	Pf3D7_11_v3-408543-408771-1A	D1.1
Pf3D7_11_v3-0497306-0497519	Pf3D7_11_v3-497277-497548-1A	D1.1
Pf3D7_11_v3-0690174-0690315	Pf3D7_11_v3-690150-690344-2	v2
Pf3D7_11_v3-0884621-0884768	Pf3D7_11_v3-884594-884796-2	v2
Pf3D7_11_v3-1006725-1006893	Pf3D7_11_v3-1006693-1006917-1A	D1.1
Pf3D7_11_v3-1009854-1010039	Pf3D7_11_v3-1009823-1010072-2	v2
Pf3D7_11_v3-1009856-1010038	Pf3D7_11_v3-1009831-1010071-1	v1
Pf3D7_11_v3-1018813-1019021	Pf3D7_11_v3-1018781-1019053-1A	D1.1
Pf3D7_11_v3-1018934-1019086	Pf3D7_11_v3-1018902-1019114-2	v2
Pf3D7_11_v3-1018953-1019085	Pf3D7_11_v3-1018920-1019113-1	v1
Pf3D7_11_v3-1019078-1019287	Pf3D7_11_v3-1019050-1019319-1A	D1.1
Pf3D7_11_v3-1019467-1019602	Pf3D7_11_v3-1019442-1019630-2	v2
Pf3D7_11_v3-1127103-1127294	Pf3D7_11_v3-1127074-1127316-1A	D1.1
Pf3D7_11_v3-1293943-1294136	Pf3D7_11_v3-1293919-1294168-1A	D1.1
Pf3D7_11_v3-1293946-1294072	Pf3D7_11_v3-1293920-1294097-2	v2
Pf3D7_11_v3-1294305-1294547	Pf3D7_11_v3-1294284-1294580-1B	R1.1,R1.2
Pf3D7_11_v3-1294307-1294525	Pf11_01_v3-1294288-1294505-1	ama1
Pf3D7_11_v3-1294324-1294547	Pf3D7_11_v3-1294295-1294580-2	v2
Pf3D7_11_v3-1294690-1294888	Pf3D7_11_v3-1294664-1294910-1A	D1.1
Pf3D7_11_v3-1295135-1295311	Pf3D7_11_v3-1295103-1295335-1A	D1.1
Pf3D7_11_v3-1295397-1295564	Pf3D7_11_v3-1295371-1295597-1A	D1.1
Pf3D7_11_v3-1374946-1375115	Pf3D7_11_v3-1374917-1375148-1A	D1.1
Pf3D7_11_v3-1375839-1376024	Pf3D7_11_v3-1375807-1376056-1A	D1.1
Pf3D7_11_v3-1376086-1376276	Pf3D7_11_v3-1376058-1376305-1A	D1.1
Pf3D7_11_v3-1376183-1376374	Pf3D7_11_v3-1376159-1376403-2	v2
Pf3D7_11_v3-1376185-1376372	Pf3D7_11_v3-1376159-1376402-1	v1
Pf3D7_11_v3-1419804-1419967	Pf3D7_11_v3-1419781-1419997-2	v2
Pf3D7_11_v3-1529648-1529837	Pf3D7_11_v3-1529617-1529864-2	v2
Pf3D7_11_v3-1552430-1552640	Pf3D7_11_v3-1552397-1552667-1	v1
Pf3D7_11_v3-1552430-1552655	Pf3D7_11_v3-1552398-1552685-2	v2
Pf3D7_11_v3-1750865-1751054	Pf3D7_11_v3-1750834-1751083-2	v2
Pf3D7_11_v3-1750865-1751055	Pf3D7_11_v3-1750833-1751083-1	v1
Pf3D7_11_v3-1816178-1816346	Pf3D7_11_v3-1816152-1816378-1A	D1.1
Pf3D7_11_v3-1816211-1816423	Pf3D7_11_v3-1816182-1816451-2	v2
Pf3D7_11_v3-1816211-1816425	Pf3D7_11_v3-1816181-1816452-1	v1
Pf3D7_11_v3-1902064-1902257	Pf3D7_11_v3-1902034-1902278-1B	R1.1
Pf3D7_11_v3-1902070-1902253	Pf3D7_11_v3-1902041-1902278-2	R2.1
Pf3D7_11_v3-1934989-1935203	Pf3D7_11_v3-1934962-1935236-1A	D1.1
Pf3D7_11_v3-1950426-1950606	Pf3D7_11_v3-1950401-1950636-1B	R1.1
Pf3D7_11_v3-1950459-1950650	Pf3D7_11_v3-1950431-1950680-2	R2.1
Pf3D7_11_v3-1968063-1968242	Pf3D7_11_v3-1968031-1968273-1B	R1.1
Pf3D7_11_v3-1968082-1968268	Pf3D7_11_v3-1968050-1968296-2	R2.1
Pf3D7_11_v3-2001753-2001929	Pf3D7_11_v3-2001721-2001954-1B	R1.1
Pf3D7_11_v3-2001757-2001969	Pf3D7_11_v3-2001725-2001999-2	R2.1
Pf3D7_11_v3-2001998-2002198	Pf3D7_11_v3-2001969-2002222-1B	R1.1
Pf3D7_12_v3-0063113-0063281	Pf3D7_12_v3-63081-63314-1A	D1.1
Pf3D7_12_v3-0063161-0063285	Pf3D7_12_v3-63130-63317-2	v2
Pf3D7_12_v3-0063166-0063280	Pf3D7_12_v3-63135-63313-1	v1
Pf3D7_12_v3-0077043-0077202	Pf3D7_12_v3-77012-77235-2	v2
Pf3D7_12_v3-0233445-0233639	Pf3D7_12_v3-233418-233671-1A	D1.1
Pf3D7_12_v3-0371972-0372133	Pf3D7_12_v3-371946-372165-2	v2
Pf3D7_12_v3-0418792-0419010	Pf3D7_12_v3-418763-419042-2	v2
Pf3D7_12_v3-0529526-0529735	Pf3D7_12_v3-529495-529767-1A	D1.1
Pf3D7_12_v3-0659891-0660010	Pf3D7_12_v3-659858-660037-1	v1
Pf3D7_12_v3-0659891-0660012	Pf3D7_12_v3-659859-660039-2	v2
Pf3D7_12_v3-0659902-0660096	Pf3D7_12_v3-659881-660127-1A	D1.1,M1.1
Pf3D7_12_v3-0684043-0684207	Pf3D7_12_v3-684011-684240-1A	D1.1
Pf3D7_12_v3-0684081-0684276	Pf3D7_12_v3-684052-684301-2	v2
Pf3D7_12_v3-0684088-0684261	Pf3D7_12_v3-684059-684289-1	v1
Pf3D7_12_v3-0802621-0802751	Pf3D7_12_v3-802593-802784-2	v2
Pf3D7_12_v3-0857082-0857293	Pf3D7_12_v3-857050-857323-1A	D1.1
Pf3D7_12_v3-0907094-0907321	Pf3D7_12_v3-907063-907352-2	v2
Pf3D7_12_v3-0943258-0943428	Pf3D7_12_v3-943227-943456-1	v1
Pf3D7_12_v3-0943258-0943428	Pf3D7_12_v3-943228-943456-2	v2
Pf3D7_12_v3-1022591-1022778	Pf3D7_12_v3-1022568-1022802-2	v2
Pf3D7_12_v3-1237431-1237603	Pf3D7_12_v3-1237407-1237636-1	v1
Pf3D7_12_v3-1398809-1398926	Pf3D7_12_v3-1398778-1398953-2	v2
Pf3D7_12_v3-1597979-1598134	Pf3D7_12_v3-1597948-1598162-2	v2
Pf3D7_12_v3-1850311-1850534	Pf3D7_12_v3-1850283-1850563-2	v2
Pf3D7_12_v3-1959668-1959858	Pf3D7_12_v3-1959644-1959891-1A	D1.1
Pf3D7_12_v3-2050125-2050314	Pf3D7_12_v3-2050100-2050346-2	v2
Pf3D7_12_v3-2050130-2050314	Pf3D7_12_v3-2050103-2050346-1	v1
Pf3D7_12_v3-2092558-2092765	Pf3D7_12_v3-2092529-2092798-1B	M1.1,R1.1,R1.2
Pf3D7_12_v3-2092682-2092852	Pf3D7_12_v3-2092654-2092884-2	M2.1,R2.1
Pf3D7_13_v3-0103244-0103470	Pf3D7_13_v3-103212-103497-2	v2
Pf3D7_13_v3-0103659-0103879	Pf3D7_13_v3-103631-103905-1	v1
Pf3D7_13_v3-0103659-0103887	Pf3D7_13_v3-103632-103916-2	v2
Pf3D7_13_v3-0146724-0146904	Pf3D7_13_v3-146695-146934-1A	D1.1,M2.1
Pf3D7_13_v3-0156486-0156652	Pf3D7_13_v3-156456-156685-1A	D1.1
Pf3D7_13_v3-0156566-0156722	Pf3D7_13_v3-156535-156753-1	v1
Pf3D7_13_v3-0156575-0156708	Pf3D7_13_v3-156543-156740-2	v2
Pf3D7_13_v3-0156745-0156956	Pf3D7_13_v3-156713-156986-1A	D1.1
Pf3D7_13_v3-0301903-0302115	Pf3D7_13_v3-301871-302143-2	v2
Pf3D7_13_v3-0388170-0388378	Pf3D7_13_v3-388138-388408-1A	D1.1
Pf3D7_13_v3-0479601-0479778	Pf3D7_13_v3-479569-479811-1A	D1.1
Pf3D7_13_v3-0530426-0530622	Pf3D7_13_v3-530399-530648-2	v2
Pf3D7_13_v3-0748286-0748477	Pf3D7_13_v3-748254-748510-1B	R1.1,R1.2
Pf3D7_13_v3-0757364-0757492	Pf3D7_13_v3-757337-757521-2	v2
Pf3D7_13_v3-0815894-0816058	Pf3D7_13_v3-815862-816091-1A	D1.1
Pf3D7_13_v3-0852679-0852897	Pf3D7_13_v3-852647-852921-1A	D1.1
Pf3D7_13_v3-0911782-0911974	Pf3D7_13_v3-911757-912005-1A	D1.1
Pf3D7_13_v3-0935644-0935858	Pf3D7_13_v3-935613-935884-1A	D1.1
Pf3D7_13_v3-0937375-0937563	Pf3D7_13_v3-937346-937594-2	v2
Pf3D7_13_v3-0958275-0958482	Pf3D7_13_v3-958247-958510-1B	R1.1,R1.2
Pf3D7_13_v3-1004772-1004969	Pf3D7_13_v3-1004740-1005002-1A	D1.1
Pf3D7_13_v3-1041624-1041829	Pf3D7_13_v3-1041593-1041860-1AB	D1.1,R1.1
Pf3D7_13_v3-1146788-1146982	Pf3D7_13_v3-1146764-1147010-1A	D1.1
Pf3D7_13_v3-1150303-1150493	Pf3D7_13_v3-1150279-1150526-1	v1
Pf3D7_13_v3-1150303-1150495	Pf3D7_13_v3-1150280-1150528-2	v2
Pf3D7_13_v3-1233117-1233299	Pf3D7_13_v3-1233093-1233332-1A	D1.1
Pf3D7_13_v3-1265526-1265694	Pf3D7_13_v3-1265494-1265726-1A	D1.1
Pf3D7_13_v3-1350887-1351062	Pf3D7_13_v3-1350855-1351093-1A	D1.1
Pf3D7_13_v3-1406745-1406947	Pf3D7_13_v3-1406713-1406975-1A	D1.1
Pf3D7_13_v3-1419395-1419601	Pf3D7_13_v3-1419363-1419626-1A	D1.1,M1.1
Pf3D7_13_v3-1419543-1419670	Pf3D7_13_v3-1419519-1419700-1	v1
Pf3D7_13_v3-1419543-1419681	Pf3D7_13_v3-1419520-1419711-2	v2
Pf3D7_13_v3-1465035-1465280	Pf3D7_13_v3-1465010-1465307-1B	R1.1,R1.2
Pf3D7_13_v3-1465148-1465373	Pf3D7_13_v3-1465124-1465399-2	v2
Pf3D7_13_v3-1465583-1465810	Pf3D7_13_v3-1465557-1465838-2	v2
Pf3D7_13_v3-1465638-1465870	Pf3D7_13_v3-1465616-1465890-1A	D1.1,M1.1
Pf3D7_13_v3-1465925-1466124	Pf3D7_13_v3-1465901-1466157-1A	D1.1
Pf3D7_13_v3-1466201-1466390	Pf3D7_13_v3-1466169-1466418-2	v2
Pf3D7_13_v3-1724844-1725047	Pf3D7_13_v3-1724812-1725080-6	M1.1
Pf3D7_13_v3-1724925-1725137	Pf3D7_13_v3-1724895-1725166-1B	R1.1,R1.2
Pf3D7_13_v3-1725038-1725224	Pf3D7_13_v3-1725006-1725257-6	M2.1
Pf3D7_13_v3-1725151-1725336	Pf3D7_13_v3-1725124-1725365-2	R2.1
Pf3D7_13_v3-1725216-1725423	Pf3D7_13_v3-1725184-1725456-6	M1.1
Pf3D7_13_v3-1725231-1725441	Pf3D7_13_v3-1725208-1725471-1B	R1.1,R1.2
Pf3D7_13_v3-1725354-1725582	Pf3D7_13_v3-1725322-1725608-2	v2
Pf3D7_13_v3-1725365-1725570	Pf3D7_13_v3-1725337-1725592-1	v1
Pf3D7_13_v3-1725403-1725620	Pf3D7_13_v3-1725379-1725652-2	R2.1
Pf3D7_13_v3-1725417-1725633	Pf3D7_13_v3-1725387-1725660-6	M2.1
Pf3D7_13_v3-1725489-1725698	Pf3D7_13_v3-1725463-1725721-6	M1.1
Pf3D7_13_v3-1725493-1725694	Pf3D7_13_v3-1725464-1725719-1B	R1.1,R1.2
Pf3D7_13_v3-1725740-1725923	Pf3D7_13_v3-1725713-1725955-1B	R1.1
Pf3D7_13_v3-1725915-1726094	Pf3D7_13_v3-1725887-1726123-2	R2.1
Pf3D7_13_v3-1726089-1726271	Pf3D7_13_v3-1726057-1726304-1B	R1.1
Pf3D7_13_v3-1726206-1726375	Pf3D7_13_v3-1726174-1726408-2	R2.1
Pf3D7_13_v3-1726755-1726967	Pf3D7_13_v3-1726723-1726995-1B	R1.1
Pf3D7_13_v3-1865942-1866090	Pf3D7_13_v3-1865917-1866120-2	v2
Pf3D7_13_v3-1876352-1876534	Pf3D7_13_v3-1876325-1876566-1	v1
Pf3D7_13_v3-1876352-1876543	Pf3D7_13_v3-1876326-1876575-2	v2
Pf3D7_13_v3-1876421-1876636	Pf3D7_13_v3-1876391-1876664-1A	D1.1
Pf3D7_13_v3-1879468-1879684	Pf3D7_13_v3-1879437-1879717-2	v2
Pf3D7_13_v3-2114271-2114454	Pf3D7_13_v3-2114242-2114482-1A	D1.1
Pf3D7_13_v3-2114854-2115057	Pf3D7_13_v3-2114829-2115090-1A	D1.1
Pf3D7_13_v3-2114965-2115142	Pf3D7_13_v3-2114934-2115174-2	v2
Pf3D7_13_v3-2114975-2115142	Pf3D7_13_v3-2114942-2115174-1	v1
Pf3D7_13_v3-2115469-2115701	Pf3D7_13_v3-2115442-2115731-2	v2
Pf3D7_13_v3-2124632-2124847	Pf3D7_13_v3-2124600-2124876-2	v2
Pf3D7_13_v3-2124634-2124847	Pf3D7_13_v3-2124602-2124876-1	v1
Pf3D7_13_v3-2180851-2181073	Pf3D7_13_v3-2180819-2181106-2	v2
Pf3D7_13_v3-2298810-2299035	Pf3D7_13_v3-2298780-2299062-2	v2
Pf3D7_13_v3-2479083-2479248	Pf3D7_13_v3-2479053-2479277-2	v2
Pf3D7_13_v3-2479086-2479246	Pf3D7_13_v3-2479055-2479275-1	v1
Pf3D7_13_v3-2481075-2481301	Pf3D7_13_v3-2481043-2481330-2	v2
Pf3D7_13_v3-2481106-2481288	Pf3D7_13_v3-2481079-2481321-1	v1
Pf3D7_13_v3-2504513-2504701	Pf3D7_13_v3-2504481-2504734-1B	R1.1,R1.2
Pf3D7_13_v3-2545091-2545258	Pf3D7_13_v3-2545065-2545291-1A	D1.1
Pf3D7_13_v3-2545676-2545807	Pf3D7_13_v3-2545648-2545834-2	v2
Pf3D7_13_v3-2669133-2669316	Pf3D7_13_v3-2669103-2669348-2	v2
Pf3D7_13_v3-2669135-2669307	Pf3D7_13_v3-2669104-2669339-1	v1
Pf3D7_13_v3-2735465-2735596	Pf3D7_13_v3-2735433-2735625-2	v2
Pf3D7_13_v3-2770622-2770830	Pf3D7_13_v3-2770591-2770863-2	R2.1
Pf3D7_13_v3-2770648-2770821	Pf3D7_13_v3-2770621-2770854-1B	R1.1,R1.2
Pf3D7_13_v3-2780366-2780542	Pf3D7_13_v3-2780346-2780575-1B	R1.1,R1.2
Pf3D7_13_v3-2814615-2814807	Pf3D7_13_v3-2814583-2814832-2	R2.1
Pf3D7_13_v3-2814630-2814826	Pf3D7_13_v3-2814606-2814855-1B	M1.1,R1.1,R1.2
Pf3D7_13_v3-2816333-2816526	Pf3D7_13_v3-2816310-2816554-1B	M1.1,R1.1,R1.2
Pf3D7_13_v3-2837435-2837626	Pf3D7_13_v3-2837411-2837659-2	v2
Pf3D7_13_v3-2840473-2840721	Pf3D7_13_v3-2840447-2840746-2	R2.1
Pf3D7_13_v3-2840494-2840703	Pf3D7_13_v3-2840462-2840736-1B	M1.1,R1.1,R1.2
Pf3D7_13_v3-2841410-2841661	Pf3D7_13_v3-2841390-2841688-1B2	M1.1,R1.1,R1.2,R2.1
Pf3D7_13_v3-2844354-2844599	Pf3D7_13_v3-2844334-2844629-1B2	M1.1,R1.1,R1.2,R2.1
Pf3D7_14_v3-0039953-0040137	Pf3D7_14_v3-39920-40170-1	v1
Pf3D7_14_v3-0039953-0040137	Pf3D7_14_v3-39921-40170-2	v2
Pf3D7_14_v3-0106893-0107084	Pf3D7_14_v3-106867-107115-1A	D1.1
Pf3D7_14_v3-0120133-0120332	Pf3D7_14_v3-120101-120365-1A	D1.1
Pf3D7_14_v3-0120202-0120353	Pf3D7_14_v3-120179-120383-2	v2
Pf3D7_14_v3-0120215-0120351	Pf3D7_14_v3-120188-120381-1	v1
Pf3D7_14_v3-0137430-0137636	Pf3D7_14_v3-137398-137668-1A	D1.1
Pf3D7_14_v3-0150105-0150294	Pf3D7_14_v3-150075-150318-1	v1
Pf3D7_14_v3-0150105-0150294	Pf3D7_14_v3-150076-150318-2	v2
Pf3D7_14_v3-0279590-0279800	Pf3D7_14_v3-279563-279833-1A	D1.1
Pf3D7_14_v3-0279648-0279797	Pf3D7_14_v3-279619-279824-2	v2
Pf3D7_14_v3-0279663-0279786	Pf3D7_14_v3-279635-279818-1	v1
Pf3D7_14_v3-0283380-0283552	Pf3D7_14_v3-283350-283576-1B	R1.1
Pf3D7_14_v3-0284005-0284184	Pf3D7_14_v3-283973-284211-1B	R1.1
Pf3D7_14_v3-0288461-0288664	Pf3D7_14_v3-288429-288696-1B	R1.1
Pf3D7_14_v3-0289328-0289517	Pf3D7_14_v3-289301-289550-1B	R1.1
Pf3D7_14_v3-0293607-0293796	Pf3D7_14_v3-293575-293829-1B	M1.1,R1.1,R1.2
Pf3D7_14_v3-0294534-0294741	Pf3D7_14_v3-294503-294768-2	R2.1
Pf3D7_14_v3-0294537-0294730	Pf3D7_14_v3-294506-294753-1B	M1.1,R1.1,R1.2
Pf3D7_14_v3-0297615-0297824	Pf3D7_14_v3-297583-297856-1B	M1.1,R1.1,R1.2
Pf3D7_14_v3-0297960-0298129	Pf3D7_14_v3-297935-298162-1B	R1.1
Pf3D7_14_v3-0298400-0298603	Pf3D7_14_v3-298368-298636-1B	M1.1,R1.1,R1.2
Pf3D7_14_v3-0377797-0377992	Pf3D7_14_v3-377765-378020-1A	D1.1,M2.1
Pf3D7_14_v3-0407338-0407509	Pf3D7_14_v3-407306-407542-1A	D1.1
Pf3D7_14_v3-0407379-0407571	Pf3D7_14_v3-407346-407604-1	v1
Pf3D7_14_v3-0407379-0407571	Pf3D7_14_v3-407347-407604-2	v2
Pf3D7_14_v3-0421354-0421514	Pf3D7_14_v3-421322-421547-1A	D1.1
Pf3D7_14_v3-0564208-0564377	Pf3D7_14_v3-564177-564409-1	v1
Pf3D7_14_v3-0564208-0564377	Pf3D7_14_v3-564178-564409-2	v2
Pf3D7_14_v3-0771432-0771601	Pf3D7_14_v3-771407-771633-1A	D1.1,M2.1
Pf3D7_14_v3-0774315-0774542	Pf3D7_14_v3-774286-774567-2	v2
Pf3D7_14_v3-0854154-0854394	Pf3D7_14_v3-854128-854427-1B	R1.1
Pf3D7_14_v3-0860314-0860509	Pf3D7_14_v3-860289-860542-1B	R1.1
Pf3D7_14_v3-0860865-0861038	Pf3D7_14_v3-860834-861066-1B	R1.1
Pf3D7_14_v3-0921208-0921399	Pf3D7_14_v3-921176-921432-1A	D1.1
Pf3D7_14_v3-1038326-1038505	Pf3D7_14_v3-1038300-1038538-1A	D1.1
Pf3D7_14_v3-1038369-1038486	Pf3D7_14_v3-1038340-1038518-1	v1
Pf3D7_14_v3-1038369-1038486	Pf3D7_14_v3-1038341-1038518-2	v2
Pf3D7_14_v3-1166134-1166338	Pf3D7_14_v3-1166107-1166371-1A	D1.1
Pf3D7_14_v3-1224373-1224486	Pf3D7_14_v3-1224342-1224519-2	v2
Pf3D7_14_v3-1392869-1393059	Pf3D7_14_v3-1392837-1393086-1A	D1.1
Pf3D7_14_v3-1719611-1719725	Pf3D7_14_v3-1719580-1719758-2	v2
Pf3D7_14_v3-1954881-1955099	Pf3D7_14_v3-1954850-1955124-1B	R1.1
Pf3D7_14_v3-1956088-1956301	Pf3D7_14_v3-1956056-1956330-1B	R1.1,R1.2
Pf3D7_14_v3-1956129-1956286	Pf3D7_14_v3-1956096-1956312-1	v1
Pf3D7_14_v3-1956129-1956303	Pf3D7_14_v3-1956097-1956331-2	v2
Pf3D7_14_v3-1956395-1956609	Pf3D7_14_v3-1956365-1956639-1B	R1.1
Pf3D7_14_v3-1957250-1957447	Pf3D7_14_v3-1957218-1957480-1B	R1.1
Pf3D7_14_v3-1971436-1971660	Pf3D7_14_v3-1971404-1971692-2	v2
Pf3D7_14_v3-1992153-1992347	Pf3D7_14_v3-1992121-1992370-1A	D1.1
Pf3D7_14_v3-1992240-1992426	Pf3D7_14_v3-1992214-1992458-2	v2
Pf3D7_14_v3-1992289-1992426	Pf3D7_14_v3-1992261-1992458-1	v1
Pf3D7_14_v3-2004394-2004574	Pf3D7_14_v3-2004362-2004606-1A	D1.1,M2.1
Pf3D7_14_v3-2020636-2020823	Pf3D7_14_v3-2020604-2020849-1A	D1.1
Pf3D7_14_v3-2081400-2081598	Pf3D7_14_v3-2081372-2081631-2	v2
Pf3D7_14_v3-2086361-2086503	Pf3D7_14_v3-2086329-2086533-2	v2
Pf3D7_14_v3-2260555-2260737	Pf3D7_14_v3-2260533-2260765-1A	D1.1
Pf3D7_14_v3-2355645-2355820	Pf3D7_14_v3-2355614-2355853-1A	D1.1
Pf3D7_14_v3-2355703-2355821	Pf3D7_14_v3-2355672-2355854-2	v2
Pf3D7_14_v3-2481064-2481245	Pf3D7_14_v3-2481033-2481276-1B	R1.1,R1.2
Pf3D7_14_v3-2524962-2525089	Pf3D7_14_v3-2524931-2525119-1	v1
Pf3D7_14_v3-2524962-2525089	Pf3D7_14_v3-2524932-2525119-2	v2
Pf3D7_14_v3-2575531-2575663	Pf3D7_14_v3-2575499-2575689-2	v2
Pf3D7_14_v3-2695869-2696052	Pf3D7_14_v3-2695837-2696082-1A	D1.1
Pf3D7_14_v3-2733377-2733564	Pf3D7_14_v3-2733345-2733593-1A	D1.1
Pf3D7_14_v3-2858925-2859127	Pf3D7_14_v3-2858894-2859160-1A	D1.1
Pf3D7_14_v3-3091111-3091294	Pf3D7_14_v3-3091081-3091326-2	v2
Pf3D7_14_v3-3120905-3121141	Pf3D7_14_v3-3120886-3121174-2	v2
Pf3D7_14_v3-3121663-3121811	Pf3D7_14_v3-3121631-3121844-2	v2
Pf3D7_14_v3-3124441-3124626	Pf3D7_14_v3-3124416-3124655-1A	D1.1
Pf3D7_14_v3-3124642-3124840	Pf3D7_14_v3-3124615-3124870-2	v2
Pf3D7_14_v3-3124642-3124842	Pf3D7_14_v3-3124614-3124870-1	v1
Pf3D7_14_v3-3125829-3126040	Pf3D7_14_v3-3125801-3126073-1A	D1.1
Pf3D7_14_v3-3126025-3126229	Pf3D7_14_v3-3125993-3126258-2	v2
Pf3D7_14_v3-3189500-3189672	Pf3D7_14_v3-3189468-3189697-2	v2
Pf3D7_14_v3-3193666-3193812	Pf3D7_14_v3-3193634-3193838-2	v2
Pf3D7_14_v3-3214281-3214486	Pf3D7_14_v3-3214249-3214516-1A	D1.1
Pf3D7_14_v3-3214283-3214477	Pf3D7_14_v3-3214254-3214502-2	v2
Pf3D7_14_v3-3214351-3214478	Pf3D7_14_v3-3214318-3214502-1	v1
PmUG01_12_v1-1398020-1398213	PmUG01_12_v1-1397996-1398245-1AB	D1.1,M1.1,R1.1,R1.2
PmUG01_MIT_v1-0000606-0000784	PmUG01_MIT_v1-574-817-6	M1.addon
PocGH01_12_v1-1106482-1106671	PocGH01_12_v1-1106456-1106697-1AB	D1.1,M1.1,R1.1,R1.2
PocGH01_MIT_v2-0000358-0000550	PocGH01_MIT_v2-336-583-6	M1.addon
PvP01_12_v1-1185007-1185184	PvP01_12_v1-1184983-1185208-1AB	D1.1,M1.1,R1.1,R1.2
PvP01_MIT_v2-0004470-0004642	PvP01_MIT_v2-4440-4671-6	M1.addon
